Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,APPS-15474,22484590,"[APPSDEV-4302]ACCOUNTS Batchbridge load is incorrectly truncating data provided in the fields AccountStatusCode, CreditDebitCode, CurrencyCode, BranchId, RelationshipMgrId, ProductSourceTypeCode, AccountName, Iban, Bic, Address, PostalCode, CountryCode",KYadav,santanu.debnath,Assigned,,,,,,,,,,APPS 4.4.1,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,7.3.1.5,21/May/2019 09:33 AM,
Defect,3 - Medium,APPS-15473,22484584,[APPSDEV-4122][CLS-29] - JAS:SIT:PEN TESTING: Username Enumeration,,raghav.pillai,Closed,,,,,,,,,,APPS 4.3,,,,,,,,,,,Administration ,Investigator - Cases,,,,,,,,,,,,,,7.2.1.49,21/May/2019 08:59 AM,Done
Defect,3 - Medium,APPS-15470,22484516,"CLONE - PRODUCT Batchbridge file gets loaded when mandatory fields are NULL (PRODUCT_ID, PRODUCT_NAME).",JLalor,santanu.debnath,New,,,,,,,,,,APPS 4.4.1,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,7.3.1.5,20/May/2019 03:17 PM,
Defect,4 - Low,APPS-15469,22484511,[FCENG-8486] CLONE -PAYMENT_CHANNEL Batchbridge load is incorrectly allowing more than 4 characters in the PAYMENT_CHANNEL_CODE field,,santanu.debnath,New,,,,,,,,,,APPS 4.4.1,,,,,,,,,,,Fraud - Payment Fraud Investigation,,,,,,,,,,,,,,,7.3.1.5,20/May/2019 03:06 PM,
Defect,2 - High,APPS-15468,22484507,[FCENG-8491] CLONE - ONLINE_USER_CUSTOMER_LINK Batchbridge load is not getting processed without the PRIMARY_USER_FLAG field,santanu.debnath,santanu.debnath,Resolved,APPS 8.1,,,,,,,,,APPS 4.4.1,,,,,,,,,,,Fraud - Payment Fraud Investigation,,,,,,,,,,,,,,,7.3.1.5,20/May/2019 02:52 PM,Fixed
Defect,2 - High,APPS-15467,22484492,Issue Sync Test - Monday May 20th - New Defect,CFinnegan,CFinnegan,Rejected,APPS 4.9.0.1,,,,,,,,,APPS 4.9,,,,,,,,,,,AML,,,,,,,,,,,,,,,4.9,20/May/2019 12:20 PM,Not an issue
Defect,3 - Medium,APPS-15466,22484346,[EUS000316-112]Interactive Alert Single Lookup screen not letting the user enter any data,,apothula,Closed,,,,,,,,,,APPS 4.9,,,,,,,,,,,WLM Detection,,,,,,,,,,,,,,,7.9,18/May/2019 05:00 AM,Fixed
Defect,4 - Low,APPS-15465,22484256,[APPSDEV-4662] Audit log for Associated Party to Case linking is incorrect,KYadav,adam.bullock,New,,,,,,,,,,APPS 4.7,,,,,,,,,,,Connected Parties ,,,,,,,,,,,,,,, 7.5.0.12,17/May/2019 10:34 AM,
Defect,3 - Medium,APPS-15464,22484120,WLMMIG build configuration references incorrect factory,EFitzgerald,michael.zhan,New,,,,,,,,,,APPS 4.9,,,,,,,,,,,Build Delivery and Build Notes ,WLM Investigation,,,,,,,,,,,,,,http://proddev-svn/svn/norkom/APPSRoot/Projects/Services/TDBank_7.7_WLM_Upgrade,16/May/2019 03:18 PM,
Defect,3 - Medium,APPS-15463,22484009,[APPSDEV-5582]CLONE - 336 AML Alerts - Customer > Transactions > Customer Transactions (last 6 months) - Table at the end of the section - Transaction Currency showing originating currency code while Transaction Amount showing Base Amount. Ref: CUS00013,KYadav,MPDarley,Assigned,,,,,,,,,,APPS 4.7,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,415,16/May/2019 09:14 AM,
Defect,3 - Medium,APPS-15462,22483949,[SANA-45] - Unable to upload the Acknowledgement files to CTR EFiles in NetReveal 7.2.,adrian.berski,adrian.berski,Rejected,,,,,,,,,,,,,,,,,,,,,Investigator - Disclosures Framework,,,,,,,,,,,,,,,7.2.1.53,15/May/2019 04:18 PM,Project Config Issue
Defect,Uncategorised,APPS-15481,22483882,CLONE - [Doha] Discrepancies between OOTB product and document - Link a Transaction to Current Alert  from Transaction Detail screen,lan.doan,lan.doan,Rejected,,,,,,,,,,APPS 4.7,,,,,,,,,,,Investigator - Alerts,,,,,,,,,,,,,,,7.5.0.9,15/May/2019 11:50 AM,Duplicate
Defect,2 - High,APPS-15461,22483843,Can't install SysPE on NR8 - ERROR ,,stephane.baudet,Rejected,,,,,,,,,,APPS 5.0,,,,,,,,,,,Investigator - Workflow,,,,,,,,,,,,,,,5.0.0.0,15/May/2019 09:29 AM,Environmental Issue
Defect,3 - Medium,APPS-15460,22483770,[EUS000316-102]Mass Send email icon is not available for inv or supervisor users ,ASundararajan,ASundararajan,Rejected,,,,,,,,,,APPS 4.9,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,7.7,14/May/2019 04:15 PM,Not an issue
Defect,3 - Medium,APPS-15459,22483769,[EUS000316-105]WLM qa user has Close key action permissions for an under investigation case,MDonder,ASundararajan,New,,,,,,,,,,APPS 4.9,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.7,14/May/2019 04:06 PM,
Defect,3 - Medium,APPS-15457,22483764,CLONE - CTRX - Workflow rules to generate CTR Efile cannot be triggered on demand by Santander user,,BYang,Closed,,,,,,,,,,APPS 4.4.1,,,,,,,,,,,FinCEN CTR Solution,,,,,,,,,,,,,,,7.2.1.26,14/May/2019 03:33 PM,Fixed
Defect,2 - High,APPS-15456,22483715,Issue Sync APPS Test Issue - May 14th 2019,CFinnegan,CFinnegan,Rejected,APPS 5.0,,,,,,,,,APPS 4.9,,,,,,,,,,,AML Optimisation,,,,,,,,,,,,,,,4.6,14/May/2019 11:51 AM,Not an issue
Defect,3 - Medium,APPS-15453,22483548,[APPSDEV-4704]Unnecessary job AML_GetMaxId in scheduleconfig_aml,JRajek,JRajek,Resolved,APPS 8.1,,,,,,,,,APPS 5.0,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,n/a,10/May/2019 05:24 PM,Fixed
Defect,3 - Medium,APPS-15450,22483460,[EUS000316-96] When a SAR is correct/amended the validation required fields are supposed to be turned ON (a fix from sar mandate project),,ASundararajan,Closed,,,,,,,,,,APPS 4.9,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,7.7,09/May/2019 07:40 PM,User Error
Defect,3 - Medium,APPS-15448,22483221,[EUS000316-86]DOB is displayed in incorrect format in pro pdf,ASundararajan,ASundararajan,Resolved,APPS 4.9.0.1,,,,,,,,,APPS 4.9,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,7.7,07/May/2019 09:08 PM,Fixed
Defect,3 - Medium,APPS-15447,22483220,[EUS000316-85]Insurance selections are not shown in pdf pro version,ASundararajan,ASundararajan,Resolved,APPS 4.9.0.1,,,,,,,,,APPS 4.9,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,7.7,07/May/2019 09:05 PM,Fixed
Defect,1 - Critical,APPS-15446,22483155,[APPSDEV-4008] [EUS000316-70]efile rejected by BSA,ASundararajan,ASundararajan,Resolved,APPS 4.9.0.1,,,,,,,,,APPS 4.9,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,7.7,07/May/2019 04:13 PM,Fixed
Defect,2 - High,APPS-15444,22483104,"[EUS000316-66] PDF preview should not be editable, but it is editable in the Zions application",ASundararajan,ASundararajan,Resolved,APPS 4.9.0.1,,,,,,,,,APPS 4.9,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,7.7,07/May/2019 03:10 PM,Fixed
Defect,3 - Medium,APPS-15445,22483103,[SANA-42] - CTR customer 'ID Number' is required for 'ID Types' that do not involve ID Numbers,,NConnolly,Closed,,,,,,,,,,APPS 4.3,,,,,,,,,,,None,,,,,,,,,,,,,,,6.1.2.120 ,07/May/2019 03:08 PM,Duplicate
Defect,3 - Medium,APPS-15443,22483102,[EUS000316-72] Unknown checkbox is not selected for first name and dob for a corporate customer in the pdf preview,,ASundararajan,Closed,,,,,,,,,,APPS 4.9,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,7.7,07/May/2019 03:05 PM,Not an issue
Defect,2 - High,APPS-15440,22483069,"NR8: error ""java.lang.ClassNotFoundException: org.joda.time.ReadablePartial"" when opening scenario manager applet",MCashman,stephane.baudet,Rejected,,,,,,,,,,APPS 5.0,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,8.0.0.1,07/May/2019 01:33 PM,Environmental Issue
Defect,4 - Low,APPS-15439,22483025,[Generic Alert Search Screen - WLM Alert] Scores of WLM Alerts have been rounded up,MDonder,lan.doan,Assigned,,,,,,,,,,APPS 4.7,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,C1.0.5,07/May/2019 11:12 AM,
Defect,2 - High,APPS-15437,22482799,[EUS000316-65] Characters < > and & are not accepted in the narrative contrary to the latest apps/fincen fixes,ASundararajan,ASundararajan,Resolved,APPS 4.9.0.2,,,,,,,,,APPS 4.9,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,7.7,06/May/2019 05:59 PM,Fixed
Defect,1 - Critical,APPS-15436,22482748,Core Upgrade : Alert Details screen issue on migrated WLM alerts,,hazren.sulaiman,Closed,,,,,,,,,,APPS 4.8,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.6.0.9,06/May/2019 08:10 AM,Incomplete
Defect,3 - Medium,APPS-15434,22482490,CLONE - Transaction filtering alerts matched against short terms such as CL/CN/MS on aliases fields or iso codes are displaying an incorrect match term on alert and reports,ckivlehan,ckivlehan,Need More Info,,,,,,,,,,APPS 4.6,APPS 4.6.0.1,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.6.0.6,01/May/2019 10:56 PM,
Defect,4 - Low,APPS-15431,22482442,Dashboard> Transaction Filtering MIS and Transaction Filtering MIS Alert Report Issues,SGanesan,ckivlehan,Need More Info,,,,,,,,,,APPS 4.6,APPS 4.6.0.1,APPS 4.7,APPS 4.8,APPS 4.9,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.6.0.5 ,01/May/2019 01:46 PM,
Defect,4 - Low,APPS-15430,22482416,[APPSDEV-3991] Alert Information in the description  column in matching alerts list mismatch with the db and reasons column in alert details screen.,,VSomaRaj,Rejected,,,,,,,,,,APPS 4.8,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,7.6.0.9,01/May/2019 07:39 AM,Won't Fix
Defect,4 - Low,APPS-15429,22482340,[Document Defect] A list of document defects on the WLM Command and Control Packaged Reports Functional Specification,EFitzgerald,ckivlehan,New,,,,,,,,,,APPS 4.6,APPS 4.6.0.1,APPS 4.7,APPS 4.8,APPS 4.9,,,,,,,Command and Control,WLM Investigation,,,,,,,,,,,,,,7.6.0.9 ,30/Apr/2019 08:27 AM,
Defect,4 - Low,APPS-15428,22482333,[DOC][APPSDEV-3993] A list of document defects on the CDD-KYC Workflow Specification,ckivlehan,ckivlehan,Rejected,,,,,,,,,,APPS 4.6,APPS 4.6.0.1,APPS 4.7,APPS 4.8,APPS 4.9,,,,,,,CDD Investigation,,,,,,,,,,,,,,,7.6.0.9 ,30/Apr/2019 08:04 AM,Not an issue
Defect,4 - Low,APPS-15427,22482329,[Document Defect] A list of document defects on the EIM Workflow Spec APPS 4.8 (Compliance Verticals).pdf,EFitzgerald,ckivlehan,New,,,,,,,,,,APPS 4.8,APPS 4.9,,,,,,,,,,Investigator - Workflow,WLM Investigation,,,,,,,,,,,,,,7.6.0.9 ,30/Apr/2019 07:20 AM,
Defect,2 - High,APPS-15426,22482081,CLONE - [APPS] My Case screen result are not consistent after navigate to other screens,YGossert,YGossert,Resolved,,,,,,,,,,APPS 4.4,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,7.3.1,25/Apr/2019 06:11 PM,Fixed
Defect,3 - Medium,APPS-15425,22482075,[APPSDEV-3990] Error while profiling using smbd,JRajek,JRajek,Resolved,APPS 8.1,,,,,,,,,APPS 5.0,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,[5.0./8.0] smbd -> 1.2.0.28,25/Apr/2019 05:30 PM,Fixed
Defect,3 - Medium,APPS-15423,22481555,[APPSDEV-3971] [SANA-42] - CTR customer 'ID Number' is required for 'ID Types' that do not involve ID Numbers,NConnolly,NConnolly,Resolved,,,,,,,,,,APPS 4.9,,,,,,,,,,,FinCEN CTR Solution,,,,,,,,,,,,,,,7.2.1.53,23/Apr/2019 06:59 PM,Fixed
Defect,3 - Medium,APPS-15422,22481405,"CLONE - [QA][Regression Testing] SWIFT - Input inserted as ' , and displayed in UI as '', and affect the Score percentage",,atiqah.ali,Rejected,,,,,,,,,,APPS 4.8,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.6.0.9,23/Apr/2019 05:18 AM,User Error
Defect,3 - Medium,APPS-15420,22481151,[WLM] Incorrect match information on Alert detail screen,lan.doan,lan.doan,Resolved,APPS 8.1,,,,,,,,,APPS 4.7,APPS 4.8,APPS 4.9,APPS 5.0,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,c1.0.4,17/Apr/2019 05:39 PM,Fixed
Defect,3 - Medium,APPS-15417,22480935,CLONE - [QA][AML Detection] Duplicate Contributing Transactions under Entities > Transactions screen,,JIbrahimiHusaimi,Rejected,,,,,,,,,,APPS 4.8,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,7.6.0.9,16/Apr/2019 08:31 AM,Project Config Issue
Defect,3 - Medium,APPS-15416,22480662,"[APPSDEV-3924] Transaction search section -> Transaction Type, Instrument, Region, Scope unique value drop down not working for multi select",KSanthoji,KSanthoji,Resolved,APPS 8.1,,,,,,,,,APPS 4.9,APPS 5.0,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,In Testing,12/Apr/2019 06:47 PM,Fixed
Defect,2 - High,APPS-15414,22479991,WLM S&P Alert screen not displaying blank comparative watchlist section ,UBrell,UBrell,Resolved,APPS 8.1,,,,,,,,,APPS 5.0,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.0.0.1,05/Apr/2019 03:32 PM,Fixed
Defect,2 - High,APPS-15413,22479990,CLONE - WLM RT SWIFT alert details screen displaying incorrect watchperson info and wrong message,UBrell,UBrell,Need More Info,,,,,,,,,,APPS 4.7,APPS 5.0,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.0.0.1,05/Apr/2019 03:18 PM,
Defect,3 - Medium,APPS-15412,22479803,[ISM-26] [ISM-28] Acquisition process not pushed Claims from ETL schema to EIM schema,renaldo.malau,renaldo.malau,Rejected,,,,,,,,,,APPS 2.3,,,,,,,,,,,Acquisition and IFS,,,,,,,,,,,,,,,"EIM 7.2.1.47; SNA 7.0.1.1 ",04/Apr/2019 09:41 AM,User Error
Defect,4 - Low,APPS-15411,22479684,[APPSDEV-3913] [Screen] Inconsistent account information in Customer account popup on AML Alert detail screen and account details screen,lan.doan,lan.doan,Resolved,APPS 8.1,,,,,,,,,APPS 4.7,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,c1.0.5 Doha,03/Apr/2019 11:42 AM,Fixed
Defect,2 - High,APPS-15409,22479059,CLONE - Incomplete Error message in Batch Bridge,KYadav,gaurav.goyal,Need More Info,,,,,,,,,,APPS 4.9,,,,,,,,,,,Acquisition and IFS,,,,,,,,,,,,,,,"Info Not available at this point, will update after finding the same.",28/Mar/2019 03:05 PM,
Defect,3 - Medium,APPS-15408,22478943,PRIMARY_CUSTOMER_ID in TRANSACTIONS is nullable,JLalor,MTreunen,Assigned,,,,,,,,,,APPS 4.8,,,,,,,,,,,Acquisition and IFS,AML Detection,,,,,,,,,,,,,,7.6,28/Mar/2019 09:03 AM,
Defect,3 - Medium,APPS-15405,22478700,[Screens] Inconsistent AML SA list of related accounts ,lan.doan,lan.doan,Rejected,,,,,,,,,,APPS 4.7,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,7.5,26/Mar/2019 12:01 PM,Not an issue
Defect,3 - Medium,APPS-15404,22478699,[Screens] Inconsistent AML SA list of related accounts ,lan.doan,lan.doan,Rejected,,,,,,,,,,APPS 4.7,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,7.5,26/Mar/2019 12:01 PM,Duplicate
Defect,3 - Medium,APPS-15403,22478690,[APPSDEV-3864] [Workflow][Screens]Link Associated party (AP) to another AP - Incorrect/missing audit log,lan.doan,lan.doan,Resolved,APPS 8.1,,,,,,,,,APPS 4.7,,,,,,,,,,,Investigator - Associated Parties,Investigator - Workflow,,,,,,,,,,,,,,7.5,26/Mar/2019 11:27 AM,Fixed
Defect,3 - Medium,APPS-15402,22478689,[Workflow][Screens]Link Associated party (AP) to another AP - Incorrect/missing audit log,lan.doan,lan.doan,Rejected,,,,,,,,,,APPS 4.7,,,,,,,,,,,Investigator - Associated Parties,Investigator - Workflow,,,,,,,,,,,,,,7.5,26/Mar/2019 11:27 AM,Duplicate
Defect,3 - Medium,APPS-15399,22478265,CLONE - Cases are visible from Back office -> Subject -> Customers -> Cases (Section),EFitzgerald,harika.kurada,New,,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Cases,WLM Investigation,,,,,,,,,,,,,,7.2.0.14,22/Mar/2019 05:30 AM,
Defect,3 - Medium,APPS-15398,22478247,CLONE - Print Summary Button Issue on Case Details Screen,,harika.kurada,Closed,,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,7.2.0.14,21/Mar/2019 11:20 PM,Fixed
Defect,3 - Medium,APPS-15397,22478235,CLONE - EPF Processing Model - Performance improvements requiring changes to the SM processing model,TMurphy,BNolan,New,,,,,,,,,,APPS 4.4,,,,,,,,,,,Fraud - Generic Payment Fraud Detection ,,,,,,,,,,,,,,,7.3.1.5,21/Mar/2019 04:41 PM,
Defect,3 - Medium,APPS-15396,22478233,The default scheduler should not initiate WLM at 2am every day,MDonder,CMurphy,New,,,,,,,,,,APPS 4.6,APPS 4.7,,,,,,,,,,WLM Detection,,,,,,,,,,,,,,,4.6,21/Mar/2019 04:37 PM,
Defect,3 - Medium,APPS-15394,22477271,[NFCU-81] - Business accounts are displaying 'not applicable' for customer name.,,bdonker,Closed,,,,,,,,,,APPS 4.1,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,7.1.1.11,15/Mar/2019 08:15 AM,Fixed
Defect,3 - Medium,APPS-15390,22477037,[APPSDEV-4895] Transaction ID details are different from the Transaction ID,farah.roslan,farah.roslan,Resolved,APPS 8.1,,,,,,,,,APPS 4.8,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,7.6.0.10,13/Mar/2019 10:48 AM,Fixed
Defect,3 - Medium,APPS-15389,22477030,[APPSDEV-5257] Transaction date in Cross Filter View sort function did not perform as intended,farah.roslan,farah.roslan,Resolved,APPS 8.1,,,,,,,,,APPS 4.8,,,,,,,,,,,AML Detection,AML Investigation,,,,,,,,,,,,,,7.6.0.10,13/Mar/2019 10:37 AM,Fixed
Defect,3 - Medium,APPS-15388,22476910,CLONE - SIT:GEN:FX: Sanctions Demuxer VMA HS1 went down,prirajan,prirajan,Rejected,,,,,,,,,,APPS 4.4,,,,,,,,,,,WLM Detection,,,,,,,,,,,,,,,4.4,12/Mar/2019 08:41 AM,Not an issue
Defect,3 - Medium,APPS-15387,22476901,DOEP EFiling Issue on Exemption Process,,melchor.soriano,Closed,,,,,,,,,,APPS 4.4.0.1,,,,,,,,,,,FinCEN CTR Solution,,,,,,,,,,,,,,,7.2.1.53 ,12/Mar/2019 05:14 AM,Not an issue
Defect,4 - Low,APPS-15386,22476865,CLONE - Audit log information incorrect for assigning alerts,JLalor,EHanley,New,,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Workflow,,,,,,,,,,,,,,,1.1.1.1,11/Mar/2019 03:03 PM,
Defect,2 - High,APPS-15385,22476697,CLONE - There is no option to import export infolist in CDD DUX SM,MCashman,MCashman,Rejected,,,,,,,,,,APPS 4.7,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,7.5.0.6,08/Mar/2019 06:02 PM,Duplicate
Defect,3 - Medium,APPS-15381,22476297,CLONE - Mass 'Key Actions' button disappear upon cancel of actions pop up,EFitzgerald,tristan.walsh,Assigned,,,,,,,,,,APPS 4.8,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.6.0.9,06/Mar/2019 07:22 AM,
Defect,3 - Medium,APPS-15380,22476103,CDD/KYC sections depending on customer type,alejalle,alejalle,Rejected,,,,,,,,,,APPS 4.9,,,,,,,,,,,Investigator - Customers/Subjects,,,,,,,,,,,,,,,7.7.0.5,04/Mar/2019 03:56 PM,Not an issue
Defect,3 - Medium,APPS-15379,22476013,CLONE - Key Actions are enabled on Detailed Screen for Locked Alert,EFitzgerald,RSatoor,Assigned,,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Alerts,WLM Investigation,,,,,,,,,,,,,,7.2.0.14 ,04/Mar/2019 07:09 AM,
Defect,3 - Medium,APPS-15378,22475990,[Documentation issue] Assigned By field is not updated - New_Request Review_Review Requested(Mass Action),EFitzgerald,atiqah.ali,Assigned,,,,,,,,,,APPS 4.8,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.6.0.6,03/Mar/2019 11:49 PM,
Defect,4 - Low,APPS-15377,22475784,[FTB-344] - XML Parsing Error When Opening SAR .pdf,,raghav.pillai,Closed,,,,,,,,,,APPS 3.2,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,6.7.2.18,28/Feb/2019 11:29 AM,Cannot Reproduce
Defect,3 - Medium,APPS-15371,22475087,CLONE - 'Update Case Details'  Workflow action button permissions,EFitzgerald,harika.kurada,Assigned,,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Cases,WLM Investigation,,,,,,,,,,,,,,7.2.0.14 ,21/Feb/2019 04:59 AM,
Defect,3 - Medium,APPS-15369,22475081,CLONE - Permission for WLM Case Details Screen,EFitzgerald,harika.kurada,Assigned,,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Cases,WLM Investigation,,,,,,,,,,,,,,7.2.0.14 ,21/Feb/2019 04:09 AM,
Defect,3 - Medium,APPS-15368,22475010,CLONE - Error in 'EIMAGT_CleanUpUncommitedAlerts' causes the application server to stuck,kslawinski,kslawinski,Rejected,,,,,,,,,,APPS 4.9,,,,,,,,,,,Acquisition and IFS,,,,,,,,,,,,,,,"Nordea Apps 4.9 , core 7.7.0.5",20/Feb/2019 12:43 PM,Duplicate
Defect,3 - Medium,APPS-15367,22474946,Error in 'EIMAGT_CleanUpUncommitedAlerts' causes the application server to stuck,kslawinski,kslawinski,Rejected,,,,,,,,,,APPS 4.9,,,,,,,,,,,Acquisition and IFS,,,,,,,,,,,,,,,"Nordea Apps 4.9 , core 7.7.0.5",20/Feb/2019 08:47 AM,Not an issue
Defect,3 - Medium,APPS-15366,22474717,CLONE - Button Permission for 'Create new case on Assocaited Party',TKazmierczak,harika.kurada,Check In Approved,APPS 5.0,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Associated Parties,Investigator - Cases,,,,,,,,,,,,,,7.2.0.14 ,18/Feb/2019 11:32 PM,
Defect,3 - Medium,APPS-15365,22474325,CLONE - [AML SMBD] Missing setting expirationNumberOfPeriods,MCashman,MCashman,Rejected,,,,,,,,,,APPS 4.9,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,7.7.0.3,15/Feb/2019 01:15 PM,Duplicate
Defect,3 - Medium,APPS-15364,22474208,[DOC vs CONFIG] Discrepancies between OOTB document and workflow action name in Audit log,JLalor,lan.doan,New,,,,,,,,,,APPS 4.7,,,,,,,,,,,Investigator - Workflow,,,,,,,,,,,,,,,c1.0.2,14/Feb/2019 02:43 PM,
Defect,3 - Medium,APPS-15363,22474191,[AML SMBD] Missing setting expirationNumberOfPeriods,MCashman,ewa.jedrzak,New,,,,,,,,,,APPS 4.9,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,7.7.0.3,14/Feb/2019 01:06 PM,
Defect,3 - Medium,APPS-15362,22473832,The 'Score' values round up to 1 under the Matching Alerts section ,MDonder,sholan.govender,New,,,,,,,,,,APPS 4.8,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.6.0.9,12/Feb/2019 01:42 AM,
Defect,3 - Medium,APPS-15361,22473826,CLONE - Fix Mass Action Reasons Query,EFitzgerald,tristan.walsh,Assigned,,,,,,,,,,APPS 4.8,,,,,,,,,,,Investigator - Workflow,,,,,,,,,,,,,,,7.6.0.9,11/Feb/2019 11:44 PM,
Defect,3 - Medium,APPS-15358,22473222,[APPSDEV-3511]Error in Service Manager ->Acquisition Progress,zbyszko.nowak,zbyszko.nowak,Resolved,APPS 5.0,,,,,,,,,APPS 4.7,,,,,,,,,,,Administration ,,,,,,,,,,,,,,,7.5.0.6,04/Feb/2019 04:02 PM,Fixed
Defect,2 - High,APPS-15356,22472908,"[PB-217]- Issue with ""@"" sign impacting processing",MMonas,MMonas,Rejected,,,,,,,,,,APPS 3.2,,,,,,,,,,,Acquisition and IFS,,,,,,,,,,,,,,,6.5.2.12 ,31/Jan/2019 09:49 AM,Won't Fix
Defect,3 - Medium,APPS-15354,22472415,[Documentation issue] Missing description of Match Exclusion,EFitzgerald,SSzarkowicz,Assigned,,,,,,,,,,APPS 4.9,,,,,,,,,,,WLM Detection,,,,,,,,,,,,,,,N/A,25/Jan/2019 01:30 PM,
Defect,2 - High,APPS-15353,22472204,CLONE - No Audit logging found on inbound email without attachment for alerts/cases,harika.kurada,harika.kurada,Rejected,,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Alerts,Investigator - Cases,,,,,,,,,,,,,,7.2.0.14 ,23/Jan/2019 11:10 PM,Not an issue
Defect,3 - Medium,APPS-15352,22471995,[APPSDEV-3444] When check_name for scenario has length > 100 the error appears,IGnusowska,IGnusowska,Resolved,APPS 5.0,,,,,,,,,APPS 4.7,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,7.5.0.6,22/Jan/2019 10:38 AM,Fixed
Defect,2 - High,APPS-15351,22471531,CLONE - Alert status in ALERT_HEADER table is not updated for AML - Suspicious Activity external alerts,harika.kurada,harika.kurada,Rejected,,,,,,,,,,APPS 4.6,,,,,,,,,,,AML Investigation,Investigator - Alerts,Investigator - Workflow,,,,,,,,,,,,,7.2.0.14 ,17/Jan/2019 02:50 AM,Duplicate
Defect,4 - Low,APPS-15349,22470737,CLONE - Date selector not working,KYadav,nagy.wassif,Assigned,,,,,,,,,,APPS 4.8,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,7.6.3,10/Jan/2019 12:19 AM,
Defect,3 - Medium,APPS-15347,22470611,[EUS000048-1052] ID no shows incorrect validation message and accepts asterisk which is incorrect per BSA guide,ASundararajan,ASundararajan,Rejected,,,,,,,,,,APPS 4.4,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,4.4.0.8,08/Jan/2019 08:51 PM,Not an issue
Defect,3 - Medium,APPS-15346,22470594,AML Alert tab is empty on the Alerts Details screen ,,HGough,Closed,,,,,,,,,,APPS 4.7,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,7.5.3,08/Jan/2019 02:16 PM,Not an issue
